strategy,scenario,seed,max_steps,environment_backend,completed,completion_rate,makespan,delivered_resources,total_resources,total_collected_value,average_travel_distance,idle_time_ratio,average_team_formation_time,replans,communication_messages,llm_token_usage,average_llm_latency_ms,invalid_llm_outputs,failure_recovery_time,stage_available,stage_world_path,stage_bitmap_path,stage_manifest_path,stage_smoketest_passed,notes
llm,baseline,18,220,stage_world,True,1.0,160,8,8,100,142.0,0.1125,8.375,8,80,13787,2476.203641858883,0,,False,results_openai_gpt54/stage/baseline/llm/baseline_llm_seed18.world,results_openai_gpt54/stage/baseline/llm/baseline_llm_seed18_floorplan.png,results_openai_gpt54/stage/baseline/llm/baseline_llm_seed18_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,baseline,19,220,stage_world,True,1.0,162,8,8,87,145.0,0.10493827160493827,12.0,8,82,14884,3102.6909065895684,1,,False,results_openai_gpt54/stage/baseline/llm/baseline_llm_seed19.world,results_openai_gpt54/stage/baseline/llm/baseline_llm_seed19_floorplan.png,results_openai_gpt54/stage/baseline/llm/baseline_llm_seed19_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,more_agents,0,260,stage_world,True,1.0,214,12,12,158,202.0,0.056074766355140186,16.583333333333332,11,1340,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed0.world,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed0_floorplan.png,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed0_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,more_agents,1,260,stage_world,True,1.0,224,12,12,146,207.5,0.07366071428571429,14.416666666666666,11,1395,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed1.world,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed1_floorplan.png,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed1_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,more_agents,2,260,stage_world,True,1.0,226,12,12,160,184.66666666666666,0.18289085545722714,14.583333333333334,11,1402,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed2.world,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed2_floorplan.png,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed2_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,more_agents,3,260,stage_world,True,1.0,225,12,12,159,195.66666666666666,0.13037037037037036,16.416666666666668,9,1394,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed3.world,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed3_floorplan.png,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed3_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,more_agents,4,260,stage_world,True,1.0,172,12,12,144,157.83333333333334,0.08236434108527131,10.5,10,1082,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed4.world,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed4_floorplan.png,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed4_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,more_agents,5,260,stage_world,True,1.0,164,12,12,173,145.33333333333334,0.11382113821138211,7.0,10,1025,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed5.world,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed5_floorplan.png,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed5_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,more_agents,6,260,stage_world,True,1.0,192,12,12,172,164.33333333333334,0.1440972222222222,9.5,12,1204,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed6.world,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed6_floorplan.png,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed6_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,more_agents,7,260,stage_world,True,1.0,162,12,12,146,130.66666666666666,0.1934156378600823,11.166666666666666,8,1006,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed7.world,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed7_floorplan.png,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed7_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,more_agents,8,260,stage_world,True,1.0,214,12,12,130,196.83333333333334,0.08021806853582554,9.5,11,1330,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed8.world,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed8_floorplan.png,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed8_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,more_agents,9,260,stage_world,True,1.0,136,12,12,163,131.0,0.03676470588235294,4.416666666666667,11,857,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed9.world,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed9_floorplan.png,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed9_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,more_agents,10,260,stage_world,True,1.0,221,12,12,175,153.0,0.3076923076923077,13.583333333333334,11,1375,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed10.world,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed10_floorplan.png,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed10_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,more_agents,11,260,stage_world,True,1.0,246,12,12,183,215.0,0.12601626016260162,14.666666666666666,11,1523,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed11.world,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed11_floorplan.png,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed11_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,more_agents,12,260,stage_world,True,1.0,172,12,12,156,151.33333333333334,0.12015503875968993,8.916666666666666,10,1077,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed12.world,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed12_floorplan.png,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed12_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,more_agents,13,260,stage_world,True,1.0,222,12,12,172,181.5,0.18243243243243243,7.833333333333333,11,1381,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed13.world,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed13_floorplan.png,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed13_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,more_agents,14,260,stage_world,True,1.0,188,12,12,164,168.5,0.10372340425531915,12.916666666666666,11,1179,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed14.world,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed14_floorplan.png,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed14_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,more_agents,15,260,stage_world,True,1.0,192,12,12,161,170.0,0.11458333333333333,12.666666666666666,11,1199,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed15.world,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed15_floorplan.png,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed15_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,more_agents,16,260,stage_world,True,1.0,190,12,12,177,175.33333333333334,0.07719298245614035,11.666666666666666,10,1186,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed16.world,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed16_floorplan.png,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed16_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,more_agents,17,260,stage_world,True,1.0,214,12,12,161,180.33333333333334,0.1573208722741433,9.333333333333334,11,1335,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed17.world,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed17_floorplan.png,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed17_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,more_agents,18,260,stage_world,True,1.0,196,12,12,164,169.0,0.1377551020408163,11.75,10,1220,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed18.world,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed18_floorplan.png,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed18_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
centralized,more_agents,19,260,stage_world,True,1.0,178,12,12,161,167.33333333333334,0.0599250936329588,10.75,11,1118,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed19.world,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed19_floorplan.png,results_openai_gpt54/stage/more_agents/centralized/more_agents_centralized_seed19_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,more_agents,0,260,stage_world,True,1.0,214,12,12,158,202.33333333333334,0.05451713395638629,15.416666666666666,11,108,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed0.world,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed0_floorplan.png,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed0_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,more_agents,1,260,stage_world,True,1.0,216,12,12,146,183.66666666666666,0.14969135802469136,14.916666666666666,11,121,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed1.world,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed1_floorplan.png,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed1_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,more_agents,2,260,stage_world,True,1.0,198,12,12,160,188.33333333333334,0.04882154882154882,10.833333333333334,11,117,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed2.world,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed2_floorplan.png,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed2_stage_manifest.json,,"{'explored_ratio': 0.9595375722543352, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,more_agents,3,260,stage_world,True,1.0,234,12,12,159,195.66666666666666,0.16381766381766383,17.333333333333332,10,110,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed3.world,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed3_floorplan.png,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed3_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,more_agents,4,260,stage_world,True,1.0,170,12,12,144,156.33333333333334,0.0803921568627451,9.75,12,111,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed4.world,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed4_floorplan.png,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed4_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,more_agents,5,260,stage_world,True,1.0,156,12,12,173,142.83333333333334,0.08440170940170941,12.75,10,106,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed5.world,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed5_floorplan.png,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed5_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,more_agents,6,260,stage_world,True,1.0,178,12,12,172,163.0,0.08426966292134831,8.0,12,115,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed6.world,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed6_floorplan.png,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed6_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,more_agents,7,260,stage_world,True,1.0,154,12,12,146,127.33333333333333,0.17316017316017315,9.333333333333334,11,102,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed7.world,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed7_floorplan.png,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed7_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,more_agents,8,260,stage_world,True,1.0,212,12,12,130,187.66666666666666,0.11477987421383648,12.25,12,117,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed8.world,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed8_floorplan.png,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed8_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,more_agents,9,260,stage_world,True,1.0,154,12,12,163,127.33333333333333,0.17316017316017315,5.5,12,106,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed9.world,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed9_floorplan.png,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed9_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,more_agents,10,260,stage_world,True,1.0,176,12,12,175,150.66666666666666,0.14393939393939395,7.166666666666667,12,107,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed10.world,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed10_floorplan.png,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed10_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,more_agents,11,260,stage_world,True,1.0,230,12,12,183,219.66666666666666,0.04492753623188406,14.75,12,116,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed11.world,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed11_floorplan.png,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed11_stage_manifest.json,,"{'explored_ratio': 0.9335260115606936, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,more_agents,12,260,stage_world,True,1.0,154,12,12,156,149.66666666666666,0.02813852813852814,12.083333333333334,12,113,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed12.world,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed12_floorplan.png,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed12_stage_manifest.json,,"{'explored_ratio': 0.9913294797687862, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,more_agents,13,260,stage_world,True,1.0,218,12,12,172,175.83333333333334,0.19342507645259938,10.333333333333334,10,120,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed13.world,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed13_floorplan.png,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed13_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,more_agents,14,260,stage_world,True,1.0,202,12,12,164,170.16666666666666,0.15759075907590758,12.333333333333334,12,109,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed14.world,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed14_floorplan.png,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed14_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,more_agents,15,260,stage_world,True,1.0,196,12,12,161,173.5,0.11479591836734694,10.083333333333334,12,120,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed15.world,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed15_floorplan.png,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed15_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,more_agents,16,260,stage_world,True,1.0,164,12,12,177,158.66666666666666,0.032520325203252036,8.75,12,117,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed16.world,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed16_floorplan.png,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed16_stage_manifest.json,,"{'explored_ratio': 0.7861271676300579, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,more_agents,17,260,stage_world,True,1.0,200,12,12,161,180.83333333333334,0.09583333333333334,14.416666666666666,12,117,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed17.world,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed17_floorplan.png,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed17_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,more_agents,18,260,stage_world,True,1.0,196,12,12,164,173.33333333333334,0.11564625850340136,15.833333333333334,12,94,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed18.world,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed18_floorplan.png,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed18_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
contract_net,more_agents,19,260,stage_world,True,1.0,176,12,12,161,164.66666666666666,0.06439393939393939,14.583333333333334,11,103,0,0.0,0,,False,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed19.world,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed19_floorplan.png,results_openai_gpt54/stage/more_agents/contract_net/more_agents_contract_net_seed19_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,more_agents,0,260,stage_world,True,1.0,216,12,12,158,198.66666666666666,0.08024691358024691,11.416666666666666,12,116,23791,2285.8611382484773,2,,False,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed0.world,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed0_floorplan.png,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed0_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,more_agents,1,260,stage_world,True,1.0,234,12,12,146,201.66666666666666,0.13817663817663817,10.0,10,123,23947,2803.0850043928526,1,,False,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed1.world,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed1_floorplan.png,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed1_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,more_agents,2,260,stage_world,True,1.0,219,12,12,160,187.33333333333334,0.1445966514459665,11.833333333333334,10,113,23790,2645.073571993165,2,,False,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed2.world,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed2_floorplan.png,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed2_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,more_agents,3,260,stage_world,True,1.0,234,12,12,159,201.66666666666666,0.13817663817663817,14.75,8,118,25685,2290.6921551277505,1,,False,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed3.world,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed3_floorplan.png,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed3_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,more_agents,4,260,stage_world,True,1.0,180,12,12,144,159.66666666666666,0.11296296296296296,9.333333333333334,11,95,19031,3196.707491858138,0,,False,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed4.world,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed4_floorplan.png,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed4_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,more_agents,5,260,stage_world,False,0.8333333333333334,260,10,12,139,126.83333333333333,0.5121794871794871,7.3,9,128,28526,2264.517798097625,0,,False,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed5.world,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed5_floorplan.png,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed5_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,more_agents,6,260,stage_world,True,1.0,192,12,12,172,168.0,0.125,8.833333333333334,9,105,20088,2480.7906004330384,0,,False,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed6.world,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed6_floorplan.png,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed6_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,more_agents,7,260,stage_world,True,1.0,168,12,12,146,138.66666666666666,0.1746031746031746,10.666666666666666,9,86,18772,3029.49302332421,1,,False,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed7.world,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed7_floorplan.png,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed7_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,more_agents,8,260,stage_world,True,1.0,212,12,12,130,197.5,0.06839622641509434,12.75,10,109,23518,2451.6393003279213,0,,False,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed8.world,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed8_floorplan.png,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed8_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,more_agents,9,260,stage_world,True,1.0,156,12,12,163,135.66666666666666,0.13034188034188035,6.25,11,86,17116,3656.4281680740532,0,,False,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed9.world,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed9_floorplan.png,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed9_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,more_agents,10,260,stage_world,True,1.0,202,12,12,175,153.33333333333334,0.24092409240924093,7.583333333333333,10,105,21322,3106.5393028537765,1,,False,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed10.world,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed10_floorplan.png,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed10_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,more_agents,11,260,stage_world,True,1.0,238,12,12,183,228.66666666666666,0.0392156862745098,12.833333333333334,9,124,25856,2487.727865484388,0,,False,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed11.world,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed11_floorplan.png,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed11_stage_manifest.json,,"{'explored_ratio': 0.976878612716763, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,more_agents,12,260,stage_world,True,1.0,166,12,12,156,153.5,0.07530120481927711,8.5,9,91,17874,2372.3515870424862,0,,False,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed12.world,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed12_floorplan.png,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed12_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
llm,more_agents,13,260,stage_world,True,1.0,218,12,12,172,181.5,0.16743119266055045,10.916666666666666,10,116,23005,2609.016249151477,2,,False,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed13.world,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed13_floorplan.png,results_openai_gpt54/stage/more_agents/llm/more_agents_llm_seed13_stage_manifest.json,,"{'explored_ratio': 1.0, 'stage_smoke_test_ran': False, 'stage_smoke_test_return_code': None}"
